CustomerID,Age,Gender,Income,SubscriptionLength,AvgMonthlySpend,ProductViews,ComplaintsFiled,DiscountUsed,SatisfactionScore,MonthlySales,Churn
462,61,Female,68320,2,192.68,20,3,1,2,60.58,1
463,61,Male,67414,10,153.78,18,2,0,2,79.79,1
464,22,Female,35577,34,216.51,14,1,1,5,74.96,0
465,56,Male,108009,16,272.84,27,2,1,1,96.12,0
466,21,Male,75409,48,215.59,14,1,1,10,172.67,0
467,23,Male,48625,51,157.63,15,1,1,4,67.64,0
468,62,Male,101040,39,226.94,11,0,1,10,103.2,0
469,49,Female,44089,22,197.57,18,1,1,5,59.86,0
470,69,Female,56487,12,222.43,23,1,1,2,135.96,0
471,47,Female,85838,24,182.26,25,1,1,5,97.9,0
472,64,Male,116999,47,181.09,17,2,0,10,87.8,0
473,52,Female,114795,40,179.11,23,0,0,4,71.1,0
474,57,Female,70138,38,247.11,18,1,1,8,111.77,0
475,69,Female,62823,59,181.59,24,1,1,1,33.41,0
476,33,Male,57208,10,177.01,26,3,1,5,105.17,1
477,30,Male,74061,35,152.9,15,0,1,10,107.3,0
478,67,Male,50659,51,222.7,23,1,0,1,87.06,0
479,59,Female,51890,49,215.59,19,0,1,10,125.76,0
480,47,Female,99134,32,177.56,16,0,1,10,116.69,0
481,36,Female,67055,7,164.53,25,1,1,4,35.91,0
482,34,Male,39508,21,293.81,20,0,1,8,157.3,0
483,36,Male,62287,20,105.98,30,0,1,1,26.53,0
484,45,Female,98916,26,224.66,19,2,1,2,71.71,1
485,43,Male,46984,4,264.57,23,1,1,1,84.96,0
486,54,Male,28125,46,30.66,19,0,0,7,3.97,0
487,43,Male,56059,52,239.71,22,0,1,2,81.36,0
488,40,Male,89569,22,188.99,22,2,1,1,59.75,0
489,26,Female,37087,15,212.8,19,1,1,6,97.23,0
490,29,Male,25704,56,183.84,16,2,0,6,51.93,0
491,18,Male,80576,40,253.77,30,0,1,10,156.19,0
492,18,Male,93384,21,218.16,23,1,1,2,94.56,0
493,64,Male,107128,15,206.59,25,3,1,1,60.95,1
494,51,Female,92460,22,155.06,23,0,0,10,86.04,0
495,49,Female,47208,52,294.11,25,1,1,3,131.25,0
496,65,Male,105150,28,200.5,22,1,1,10,116.1,0
497,42,Male,86024,14,314.49,20,0,1,5,105.54,0
498,57,Male,59882,27,296.38,22,0,0,6,118.34,0
499,62,Male,45923,41,111.08,19,1,0,3,27.52,0
500,18,Male,49165,40,167.25,23,2,1,9,92.17,0
501,33,Male,87203,58,148.15,25,1,0,5,69.68,0
502,56,Female,111749,28,197.59,22,1,0,2,91.48,0
503,22,Male,24114,26,209.36,23,1,0,10,154.42,0
504,39,Female,84965,49,211.5,16,3,1,6,131.5,1
505,46,Female,56321,2,252.71,21,1,1,8,125.43,1
506,20,Male,93297,25,274.68,24,1,0,6,158.75,0
507,29,Female,116652,56,248.37,15,4,0,4,106.43,1
508,43,Female,119304,3,171.95,20,1,1,6,72.99,0
509,33,Female,45426,8,160.9,20,2,1,8,101.16,0
510,68,Female,37772,44,200.14,16,1,0,8,87.7,1
511,54,Female,23712,33,221.31,12,0,0,10,92.03,0
512,39,Female,21367,42,190.84,25,1,1,2,55.02,0
513,46,Male,111736,52,132.73,18,0,1,8,87.77,0
514,31,Female,71924,35,234.1,16,2,1,6,126.11,0
515,45,Female,23726,6,180.38,16,0,1,2,96.28,1
516,22,Female,109152,39,178.87,16,1,0,1,34.57,0
517,64,Male,47723,52,197.27,19,1,1,6,94.07,0
518,66,Female,29108,23,188.01,25,2,1,7,112.38,0
519,47,Male,97714,25,181.67,13,2,1,10,118.19,0
520,63,Female,55643,59,135.99,21,1,0,5,80.74,0
521,69,Male,51324,50,194.39,16,2,1,10,110.42,0
522,22,Male,103360,43,235.15,17,1,1,8,146.85,0
523,29,Female,28927,19,213.23,26,0,0,9,110.18,0
524,33,Female,113680,5,247.41,17,2,1,4,120.23,1
525,43,Male,116546,51,163.57,16,1,0,7,77.26,0
526,43,Female,42443,11,136.1,14,1,0,8,82.7,0
527,65,Male,99973,56,187.71,20,0,0,6,55.39,0
528,38,Male,83449,12,169.29,21,1,0,2,45.1,1
529,56,Male,96743,10,174.48,17,1,0,7,84.04,1
530,53,Male,80233,8,210.59,16,0,1,9,120.98,0
531,50,Male,45537,24,174.85,13,0,1,5,141.73,0
532,47,Female,97576,28,137.5,23,1,1,2,54.76,0
533,54,Male,42612,41,172.05,22,4,0,4,45.18,1
534,40,Male,113977,36,217.0,21,0,1,3,125.2,0
535,27,Female,26471,37,233.57,19,1,1,4,122.6,1
536,22,Male,55631,21,233.07,23,3,1,10,107.94,0
537,53,Female,112059,8,221.22,24,1,1,7,121.87,1
538,51,Female,51348,55,191.6,18,1,1,10,135.08,0
539,69,Female,84732,9,220.25,19,1,1,8,120.3,0
540,48,Male,21177,47,197.88,11,3,1,1,81.43,1
541,27,Male,24760,15,205.65,21,2,0,8,90.1,1
542,36,Male,52779,48,153.03,22,0,1,5,92.08,0
543,49,Female,41636,46,202.19,22,0,1,7,96.93,0
544,18,Male,101889,40,218.93,14,0,1,1,28.47,0
545,22,Female,73551,18,217.06,20,2,1,2,90.04,1
546,62,Male,31556,42,135.62,18,2,1,1,23.07,0
547,21,Female,47598,20,204.81,20,2,1,5,117.71,0
548,33,Male,31563,6,127.81,21,0,0,6,46.78,1
549,41,Male,66819,12,208.68,20,1,0,10,64.54,0
550,33,Male,93770,2,164.93,22,1,0,9,60.19,0
551,19,Female,111055,7,285.28,20,1,1,8,135.75,0
552,66,Female,46966,16,205.96,10,0,1,7,111.02,0
553,45,Male,101709,3,240.06,18,1,1,5,79.67,1
554,49,Male,79889,45,305.54,18,3,1,3,96.11,1
555,44,Female,46987,3,159.13,29,2,1,9,104.03,0
556,37,Female,98714,27,221.78,19,0,1,5,121.93,0
557,41,Female,78348,50,140.7,29,1,1,3,44.46,0
558,29,Male,44596,43,217.24,20,0,1,3,98.76,0
559,67,Female,53174,40,288.29,21,0,1,3,77.76,0
560,52,Male,84106,38,168.61,15,1,0,6,87.65,0
561,50,Female,89967,33,155.7,21,2,1,1,77.88,1
562,50,Male,79182,28,195.44,25,0,1,4,100.37,0
563,68,Female,113300,1,302.29,18,4,0,8,151.47,1
564,60,Female,107163,55,238.55,17,1,1,3,115.97,0
565,54,Female,59310,8,154.75,23,0,1,5,119.51,1
566,29,Female,76088,37,272.75,14,1,1,2,104.7,1
567,20,Female,28906,32,117.25,17,0,0,2,83.02,0
568,18,Male,56914,48,306.83,23,1,1,7,119.32,0
569,50,Female,65379,43,242.82,23,1,1,10,129.89,0
570,57,Female,98612,37,288.18,17,0,0,3,100.0,0
571,27,Female,57650,4,117.61,15,0,1,5,50.18,0
572,60,Male,66881,30,208.47,20,0,0,3,31.33,0
573,61,Female,66413,6,193.31,25,0,0,6,106.63,0
574,46,Male,26012,46,149.65,11,1,0,10,76.85,0
575,30,Female,70115,54,135.2,23,3,0,3,48.69,0
576,29,Female,27151,19,225.35,27,0,1,8,150.65,1
577,48,Male,77716,32,229.89,14,3,0,2,91.11,1
578,63,Female,113747,9,265.0,23,3,1,3,140.45,1
579,19,Male,112653,12,174.83,18,2,1,8,105.76,0
580,68,Male,56378,11,192.92,19,2,1,8,119.94,0
581,67,Female,62652,46,130.88,14,1,1,1,50.15,1
582,52,Male,92430,55,277.04,25,3,1,8,117.39,0
583,40,Female,33467,16,203.48,24,1,1,10,133.28,0
584,34,Female,51010,1,236.13,20,0,0,2,73.12,1
585,43,Male,74691,45,237.9,23,0,1,7,130.41,0
586,25,Male,84157,55,272.96,14,1,1,6,111.18,0
587,46,Male,32289,53,158.43,27,1,0,2,55.37,0
588,43,Male,64976,21,234.88,17,1,0,5,94.41,0
589,27,Female,63596,30,198.75,17,0,0,7,117.01,0
590,43,Female,43171,13,305.28,9,0,1,8,133.55,0
591,51,Male,106365,34,158.28,22,3,1,3,97.32,0
592,68,Female,119590,4,258.57,18,0,1,1,75.37,0
593,58,Female,64139,28,217.52,18,1,0,7,106.55,0
594,24,Female,68713,38,214.89,17,1,1,5,86.56,0
595,21,Female,49734,58,202.7,20,0,0,5,109.12,0
596,67,Male,92588,31,267.33,23,3,0,7,99.98,0
597,62,Male,83646,59,213.19,25,0,1,1,65.87,0
598,28,Female,23654,55,123.78,19,1,0,8,52.96,0
599,46,Male,109022,27,260.98,19,0,0,10,131.3,1
600,53,Male,38743,5,251.81,18,0,0,5,113.26,0
601,42,Male,68368,25,229.36,16,0,1,8,129.27,0
602,38,Female,110025,3,143.58,18,3,1,10,101.09,1
603,53,Female,94172,33,151.34,26,1,1,10,93.49,0
604,27,Female,26441,4,106.13,22,2,1,5,62.37,0
605,54,Male,44611,25,223.02,16,1,0,7,97.9,0
606,26,Female,32149,20,132.52,21,0,1,10,105.86,0
607,41,Female,79189,34,114.06,17,2,1,3,63.75,0
608,52,Male,41675,26,263.75,25,1,0,2,125.17,0
609,66,Female,91031,5,238.41,17,0,0,6,103.17,0
610,52,Female,62668,35,183.34,17,0,0,5,88.07,0
611,65,Male,33673,28,193.3,13,1,1,9,115.07,0
612,53,Male,96666,29,79.63,14,1,0,10,68.05,0
613,35,Male,108204,9,245.84,21,2,1,4,111.88,1
614,66,Female,100758,52,165.36,11,0,0,3,56.74,0
615,56,Female,85429,38,216.51,16,1,0,9,109.59,0
616,49,Female,43669,50,75.57,13,0,1,8,96.51,0
617,41,Male,54068,6,248.88,27,1,1,6,106.31,0
618,40,Male,108789,19,162.36,20,2,0,1,62.45,1
619,49,Female,29435,44,131.2,23,1,0,10,40.88,0
620,54,Female,114088,57,183.02,19,0,0,1,57.15,0
621,29,Male,72249,11,170.18,18,1,0,6,72.11,0
622,66,Male,57384,2,253.71,23,0,0,3,94.67,0
623,30,Male,101929,47,178.98,15,0,1,3,74.72,0
624,40,Male,96153,44,268.13,15,0,1,6,124.02,0
625,42,Female,95388,44,216.51,17,0,1,3,83.23,0
626,52,Male,51401,9,244.72,25,2,0,10,132.39,0
627,58,Female,91831,21,199.89,22,3,0,6,56.77,1
628,47,Female,54084,24,263.6,17,0,0,5,107.16,0
629,34,Female,75826,34,142.32,15,1,1,4,54.7,0
630,66,Male,56451,22,205.68,16,0,1,8,135.86,0
631,37,Male,27227,3,180.18,19,1,0,2,45.94,0
632,65,Male,51910,12,269.83,19,0,1,7,146.8,0
633,42,Male,56041,28,274.95,17,1,1,4,113.1,0
634,39,Female,108920,30,200.02,18,2,0,2,34.33,1
635,30,Male,85681,26,135.42,19,0,0,7,59.05,0
636,36,Male,101571,48,221.35,22,1,1,1,99.46,0
637,66,Female,85481,21,116.77,19,1,1,4,81.8,0
638,53,Male,88576,28,281.31,25,1,0,9,104.66,0
639,29,Female,84174,56,176.34,19,1,0,4,105.11,0
640,58,Female,46160,26,198.47,16,1,1,3,84.85,0
641,36,Female,37633,33,165.95,17,0,0,10,118.33,0
642,29,Female,114880,21,154.91,16,0,1,10,83.04,0
643,26,Female,37014,35,236.86,10,1,1,2,82.44,1
644,24,Female,100532,52,192.07,19,1,0,3,81.89,0
645,45,Female,69104,34,202.12,22,2,0,1,60.47,0
646,31,Female,61621,41,149.81,25,0,1,10,47.78,0
647,48,Male,97231,51,242.8,20,0,0,8,110.02,0
648,69,Male,88388,47,247.89,17,1,0,1,40.92,0
649,36,Male,36014,18,189.55,20,0,1,3,61.45,0
650,64,Male,112578,58,263.4,16,1,0,3,66.76,0
651,33,Female,53755,11,194.79,28,1,1,2,102.49,0
652,22,Male,60390,57,238.99,17,1,0,5,126.47,0
653,52,Female,43711,23,118.85,22,2,1,10,103.59,1
654,29,Male,111658,48,217.67,21,0,0,3,76.75,0
655,42,Male,77993,22,186.43,24,1,1,3,82.7,0
656,69,Male,94696,17,207.78,17,3,1,8,135.82,1
657,38,Female,47213,5,205.53,14,0,0,4,42.69,0
658,53,Male,77784,44,206.28,20,2,1,4,71.38,0
659,40,Female,27421,11,230.79,17,4,0,3,105.17,1
660,33,Female,106936,30,171.74,26,0,1,1,92.07,1
661,56,Male,119073,15,228.45,18,1,1,8,131.23,0
662,62,Male,37727,27,261.63,23,2,1,1,73.74,1
663,59,Male,24358,35,129.49,29,1,0,7,95.09,0
664,56,Female,85108,33,160.97,20,0,1,5,111.52,0
665,31,Male,114018,20,163.07,13,2,0,4,83.94,1
666,48,Female,52117,16,145.4,16,3,1,4,24.54,1
667,22,Female,108700,34,176.27,17,3,1,8,106.22,0
668,52,Male,51910,2,251.66,20,2,0,6,118.2,0
669,40,Male,118032,35,272.38,22,0,0,1,77.5,0
670,46,Female,75754,40,205.31,15,0,1,10,126.08,0
671,60,Female,82438,56,183.79,16,0,1,8,95.67,0
672,28,Female,49371,28,240.15,12,2,0,2,65.41,1
673,35,Male,71501,47,81.8,25,0,0,6,86.0,0
674,64,Female,80946,39,147.24,19,1,1,9,104.42,0
675,29,Male,58467,6,83.92,10,0,0,1,8.56,0
676,26,Female,37625,9,146.72,16,0,0,6,47.28,0
677,27,Female,53893,20,161.65,23,1,0,8,72.43,0
678,61,Male,96329,1,273.88,22,1,0,10,116.15,0
679,34,Female,51007,8,61.95,12,6,1,2,42.12,1
680,55,Male,111302,55,179.16,19,0,1,5,99.41,0
681,24,Male,59532,23,230.98,19,0,1,6,119.93,0
682,63,Female,74253,3,220.54,21,0,0,5,77.21,0
683,30,Male,32323,4,273.09,21,1,1,3,126.39,1
684,57,Male,93379,58,208.05,16,2,1,4,117.77,0
685,59,Female,34210,25,218.71,27,2,0,7,96.76,0
686,26,Male,36456,47,108.07,26,1,1,4,43.08,0
687,67,Male,51367,38,150.59,20,1,1,9,103.18,0
688,44,Male,74624,15,110.86,23,2,1,10,137.61,0
689,19,Female,30106,21,228.63,25,0,1,2,68.67,0
690,22,Male,88008,35,217.43,19,2,1,5,90.66,0
691,46,Female,92240,57,215.68,18,1,0,8,106.75,0
692,54,Female,84315,53,155.93,12,2,1,5,93.21,0
693,55,Male,89249,53,151.35,26,0,0,10,56.99,0
694,36,Male,90587,46,210.47,23,4,1,8,140.41,1
695,25,Male,30756,52,166.53,17,1,1,8,126.65,0
696,65,Female,88011,14,148.98,24,1,1,9,92.4,0
697,62,Male,56378,36,174.58,29,0,1,10,167.96,0
698,18,Male,24255,12,166.96,21,1,1,6,115.69,1
699,39,Male,34484,17,156.66,29,0,0,4,91.94,0
700,69,Male,76549,39,138.71,23,1,1,3,91.51,0
701,34,Male,54503,9,222.43,16,0,1,5,125.7,0
702,24,Female,93794,35,277.8,31,0,1,6,124.45,0
703,42,Female,65113,13,198.05,26,2,1,3,83.3,1
704,62,Male,94069,15,211.12,11,2,0,2,55.01,0
705,21,Male,118117,18,226.82,11,2,0,7,92.05,1
706,53,Male,25249,51,218.33,13,0,1,5,94.93,0
707,23,Male,39201,33,157.65,13,2,1,9,104.25,0
708,48,Female,78576,6,285.99,25,1,0,3,134.01,0
709,36,Male,29686,59,162.13,27,2,1,8,57.94,0
710,61,Female,73363,27,232.4,16,1,1,6,137.42,0
711,56,Female,117543,23,226.51,18,0,0,4,68.62,0
712,44,Male,20661,59,102.08,24,2,1,9,84.73,0
713,27,Female,64843,27,182.06,23,1,1,5,76.28,0
714,43,Female,115673,34,202.83,23,0,1,10,159.08,0
715,36,Female,80963,56,206.66,14,1,1,6,92.7,0
716,56,Female,62828,46,215.07,15,1,1,9,130.7,0
717,20,Male,68604,38,237.88,25,1,0,7,119.08,0
718,62,Male,30526,14,199.62,23,3,0,5,62.84,1
719,30,Female,88910,36,217.73,26,1,0,2,74.68,0
720,67,Male,45592,53,197.75,19,2,1,4,114.36,0
721,45,Male,48982,8,149.13,22,1,0,2,38.37,1
722,37,Male,20207,35,201.62,14,2,0,3,92.77,0
723,45,Male,108733,19,237.45,21,1,0,10,115.66,0
724,25,Male,118936,30,255.44,14,0,0,3,115.61,0
725,58,Female,88619,14,226.87,21,2,1,4,134.06,1
726,56,Male,49328,59,266.72,15,1,0,6,70.61,0
727,18,Male,66479,20,220.94,17,4,1,3,65.37,1
728,20,Male,40103,49,243.19,16,0,1,10,124.99,0
729,30,Male,59891,25,246.87,25,1,0,1,109.62,0
730,45,Female,30754,40,188.83,23,0,1,1,83.45,1
731,66,Female,119983,24,236.3,20,1,1,9,101.99,0
732,42,Female,101437,14,152.97,20,5,0,9,105.47,1
733,50,Female,118540,26,217.49,24,1,0,5,73.17,0
734,55,Male,92982,38,228.85,18,2,0,9,131.97,0
735,23,Female,75922,23,252.55,19,0,0,7,122.49,0
736,61,Male,68231,22,241.04,25,1,0,9,100.2,0
737,62,Male,49301,48,253.21,22,2,1,7,120.74,0
738,49,Male,111652,57,195.03,12,1,1,9,138.6,0
739,62,Male,82711,19,182.73,16,1,1,2,37.78,0
740,64,Male,61323,46,186.26,26,1,0,8,103.2,0
741,38,Female,38752,51,213.31,23,0,0,7,78.01,0
742,33,Female,117912,3,109.56,24,1,1,6,73.74,0
743,38,Female,102205,42,266.59,26,1,0,5,115.43,0
744,28,Female,118452,19,202.19,19,3,0,4,121.87,0
745,54,Male,33395,9,179.25,23,1,1,7,99.4,1
746,53,Female,105957,28,73.51,17,0,0,3,67.21,0
747,52,Male,76273,20,198.16,13,3,1,8,93.29,0
748,36,Female,111878,45,190.08,15,0,0,2,57.87,0
749,37,Male,24895,7,155.15,24,0,1,1,74.49,1
750,35,Male,96559,14,166.35,19,2,1,2,74.89,1
751,64,Female,30699,9,198.67,25,1,1,9,109.28,0
752,58,Male,85061,59,170.59,13,1,0,5,69.72,0
753,66,Male,29715,55,228.59,20,3,1,8,146.24,0
754,31,Female,39169,57,162.56,19,0,1,3,68.95,0
755,32,Male,36163,19,207.73,21,0,1,7,87.95,0
756,48,Female,25782,47,259.0,17,1,1,2,81.45,0
757,18,Female,108177,52,198.17,23,3,1,8,124.0,0
758,20,Female,104328,14,217.8,21,0,0,7,146.52,0
759,33,Male,55585,56,214.63,19,1,1,5,89.86,0
760,40,Male,50682,38,200.4,19,2,1,4,134.04,0
761,28,Male,67864,53,196.65,28,1,0,1,65.18,0
762,29,Female,104416,36,171.43,22,0,0,5,71.93,1
763,27,Male,75114,40,207.55,19,4,1,9,100.01,1
764,49,Female,58067,17,185.84,17,0,1,10,112.64,0
765,33,Female,62685,30,277.3,15,0,0,4,88.82,0
766,25,Male,38073,9,240.56,22,1,0,9,101.54,0
767,55,Female,56035,33,127.36,27,1,0,2,16.52,1
768,29,Male,84977,56,130.14,19,2,1,4,105.31,0
769,41,Male,110373,52,193.48,20,0,0,9,125.33,0
770,45,Male,103362,25,180.23,17,2,1,4,90.35,0
771,25,Male,110517,14,190.84,16,1,0,5,80.17,0
772,45,Male,85450,11,232.56,20,2,1,8,120.66,0
773,53,Female,30382,53,215.79,17,2,1,1,65.05,1
774,43,Female,24437,35,215.28,13,0,0,1,47.56,0
775,25,Female,90971,41,272.31,20,1,0,9,142.04,0
776,67,Male,84612,59,130.56,22,0,1,9,90.02,0
777,45,Male,110355,14,205.2,27,2,0,4,89.42,1
778,45,Male,81929,30,171.05,14,0,0,2,28.77,0
779,54,Female,117518,41,271.77,22,0,1,9,131.32,0
780,58,Male,118864,4,89.53,22,1,1,4,34.89,1
781,53,Female,32329,59,91.73,19,0,1,6,78.15,0
782,44,Female,45169,4,215.23,14,0,0,1,90.17,0
783,34,Male,107468,28,256.31,19,1,0,9,152.04,0
784,26,Male,54594,8,238.66,26,1,0,5,85.32,1
785,50,Female,96957,2,159.95,19,0,1,3,51.38,1
786,37,Male,80631,41,275.32,24,1,1,4,105.42,0
787,30,Female,65033,46,138.43,12,1,1,1,43.14,0
788,45,Male,83133,22,265.37,19,1,0,9,134.19,0
789,65,Male,93165,41,145.04,22,0,1,8,66.56,0
790,46,Female,93861,56,182.41,20,2,0,4,40.64,0
791,30,Male,72290,55,231.96,16,1,0,2,73.46,0
792,63,Female,114031,16,126.69,24,2,1,9,108.74,0
793,52,Male,51750,29,273.45,16,2,0,4,82.29,0
794,23,Female,115155,49,182.1,11,2,1,9,127.16,0
795,35,Female,60461,48,206.86,19,2,1,10,130.31,0
796,68,Male,93800,30,258.11,30,1,1,3,134.87,0
797,22,Female,98222,12,160.34,19,2,1,7,78.01,1
798,64,Male,44226,35,253.04,18,1,1,7,89.68,0
799,42,Male,26721,11,282.03,23,0,1,10,157.73,1
800,19,Male,76154,46,167.22,11,1,0,4,76.31,0
801,27,Female,40609,50,268.47,22,1,1,2,105.69,0
802,47,Female,72130,21,111.97,20,2,1,9,68.63,0
803,67,Male,92909,21,219.48,18,3,1,4,112.25,0
804,62,Male,75249,5,138.57,22,0,1,8,80.0,0
805,22,Female,68895,48,247.13,16,0,0,2,88.98,0
806,50,Male,114473,20,243.02,20,4,0,8,104.71,0
807,18,Male,25656,37,303.87,22,3,0,10,149.35,0
808,35,Female,94520,3,271.06,21,2,1,5,93.47,1
809,49,Male,83740,44,191.71,26,1,1,7,113.81,0
810,64,Female,84309,33,145.91,19,2,1,7,102.87,0
811,66,Male,49984,53,228.28,19,2,0,9,116.75,0
812,28,Female,93822,9,196.96,20,0,0,3,107.97,0
813,38,Male,25901,9,277.56,20,1,1,10,148.41,1
814,43,Male,51552,4,91.68,19,0,1,4,76.83,0
815,42,Female,111245,35,309.4,25,1,1,10,155.92,0
816,39,Male,51055,17,226.6,23,1,1,4,115.72,0
817,44,Female,57685,34,159.35,23,1,0,10,68.29,0
818,66,Male,93965,24,236.7,24,3,1,5,107.87,1
819,30,Female,34716,32,264.87,12,0,1,6,97.52,0
820,50,Female,31138,1,205.72,18,2,1,3,90.42,1
821,51,Female,55298,8,111.75,21,0,1,4,72.26,0
822,58,Female,71112,45,185.31,24,1,1,3,97.94,0
823,52,Male,43429,23,251.97,22,1,1,2,106.49,0
824,18,Male,70200,47,224.83,22,2,1,10,121.81,0
825,38,Female,91308,40,192.17,30,2,1,9,99.08,0
826,65,Female,68244,12,265.42,16,1,1,1,48.58,1
827,23,Female,37347,54,236.97,24,1,0,2,83.67,0
828,45,Male,36920,12,240.82,22,0,1,8,146.1,0
829,34,Male,51822,46,179.47,20,1,1,7,102.01,0
830,22,Male,66659,47,174.63,16,1,0,1,56.49,0
831,48,Male,60108,15,115.0,24,2,1,5,73.56,0
832,22,Female,109099,41,187.03,27,2,0,10,99.7,0
833,55,Female,27967,19,246.77,18,1,0,6,108.83,0
834,20,Female,31871,26,189.8,20,1,0,5,74.84,0
835,40,Male,114299,52,222.28,28,1,1,4,80.11,0
836,54,Male,97452,29,255.56,27,1,1,1,91.51,1
837,54,Male,94270,22,218.64,25,1,1,7,109.9,0
838,27,Female,53613,40,223.53,17,0,1,9,160.41,0
839,27,Female,48179,21,132.11,16,2,1,6,64.32,0
840,36,Male,72188,51,183.87,16,1,0,3,67.77,0
841,34,Female,75099,38,286.33,22,1,0,10,131.87,0
842,38,Male,55262,20,205.19,20,2,1,4,83.6,1
843,31,Male,98213,57,294.84,12,1,1,10,159.31,0
844,26,Female,38268,29,163.84,18,1,1,5,129.81,0
845,63,Male,97866,51,211.7,20,1,1,1,73.09,0
846,18,Female,106269,4,180.87,13,2,1,5,100.23,1
847,68,Male,80545,55,229.6,19,1,0,1,36.58,0
848,62,Female,112822,7,244.75,25,2,1,9,121.8,0
849,30,Female,92146,28,230.12,13,0,1,7,145.79,0
850,21,Female,91966,28,252.09,15,0,1,3,100.28,0
851,18,Male,59922,4,199.34,18,1,0,9,115.75,0
852,66,Male,99364,22,190.47,16,1,1,2,65.49,0
853,57,Female,62913,12,112.09,15,2,1,7,84.53,0
854,49,Female,117033,45,231.92,20,2,0,9,148.23,0
855,51,Male,75677,3,208.61,19,0,1,6,80.33,0
856,45,Male,69841,22,196.6,15,2,0,10,153.46,0
857,48,Male,66332,44,190.46,19,1,1,5,62.17,0
858,25,Female,112062,2,198.16,16,1,1,7,95.54,1
859,56,Male,115694,24,188.19,26,1,1,6,81.04,0
860,43,Male,45032,34,173.6,16,1,0,5,72.43,0
861,51,Female,57846,27,211.98,25,1,0,2,57.87,1
862,20,Male,79474,55,224.21,20,1,0,8,89.77,0
863,67,Male,64936,41,161.47,12,1,0,7,60.31,0
864,29,Male,49794,1,179.96,13,1,0,6,97.52,1
865,18,Female,81588,8,189.77,16,0,1,5,87.97,0
866,61,Female,90984,23,200.24,20,1,0,5,76.08,0
867,22,Female,70331,38,193.59,17,2,1,9,119.57,0
868,47,Female,114397,6,232.99,15,1,0,1,45.75,1
869,47,Female,48141,22,117.38,17,0,1,9,97.19,0
870,34,Female,29074,25,126.25,22,2,1,6,77.1,0
871,65,Female,26406,18,209.68,19,0,1,4,92.59,0
872,64,Male,117359,17,169.87,15,0,1,10,122.09,0
873,40,Male,43291,12,244.21,21,0,0,7,142.18,0
874,32,Female,61568,6,258.49,15,1,1,9,139.76,0
875,54,Male,117539,26,211.69,24,3,1,5,95.71,0
876,38,Male,66851,27,146.4,19,2,1,5,56.22,1
877,31,Female,119942,8,252.73,16,1,1,8,78.8,0
878,19,Male,74823,19,209.95,24,1,1,7,111.74,1
879,28,Male,43312,42,125.65,20,2,1,8,63.5,0
880,68,Male,63108,1,130.07,24,0,1,10,49.42,0
881,56,Male,86918,57,275.85,17,0,1,2,96.59,0
882,55,Male,54171,29,267.56,19,1,1,9,141.01,0
883,51,Female,61779,45,74.14,20,1,0,3,53.13,0
884,55,Female,88828,49,132.11,27,0,0,6,92.21,0
885,67,Female,118723,35,257.04,10,1,1,6,135.13,0
886,51,Male,32411,40,199.08,14,1,1,2,98.48,1
887,35,Female,77009,14,235.09,23,1,0,7,77.32,0
888,47,Male,35422,35,196.9,16,0,0,9,101.88,0
889,32,Male,62468,48,232.72,20,2,1,10,142.41,0
890,44,Male,52371,45,200.29,18,1,1,1,76.91,0
891,68,Male,77022,20,178.12,20,0,0,8,91.33,0
892,51,Female,91229,56,252.94,21,0,1,2,97.49,0
893,69,Female,119071,49,210.1,26,5,1,1,84.24,1
894,55,Male,71196,13,232.62,18,0,1,8,119.15,0
895,50,Female,100354,38,207.87,15,0,1,2,66.19,0
896,41,Male,116774,49,175.68,17,4,1,6,59.5,1
897,32,Female,116410,46,280.42,18,1,0,6,110.95,0
898,47,Female,46715,49,217.75,31,2,1,5,103.02,0
899,59,Male,47605,8,182.25,23,2,0,8,96.76,0
900,68,Female,119853,43,263.92,18,0,1,3,124.13,0
901,34,Male,51174,20,133.96,22,3,0,10,113.9,1
902,22,Female,29956,33,311.81,20,0,1,4,122.46,0
903,46,Male,96373,26,191.04,23,0,0,7,91.52,0
904,21,Male,89252,39,136.6,18,0,1,7,98.34,0
905,27,Female,81949,21,295.3,18,0,0,8,138.02,0
906,34,Female,82646,53,176.84,12,1,1,2,64.8,0
907,27,Male,90017,49,212.16,21,1,1,2,97.88,0
908,34,Female,83037,42,235.88,23,0,1,4,98.99,0
909,37,Female,109818,43,259.21,19,3,1,10,136.21,0
910,41,Male,26548,54,214.99,17,0,0,9,119.02,0
911,22,Male,93294,41,167.63,27,1,1,10,105.62,0
912,51,Female,43177,9,210.95,21,1,1,9,121.23,0
913,23,Male,44022,24,179.03,22,1,1,4,90.76,1
914,19,Male,25542,37,212.45,16,3,1,9,135.88,0
915,30,Male,111012,49,281.41,25,2,1,3,125.64,0
916,60,Female,116320,41,237.8,20,0,1,5,112.68,0
917,60,Female,80428,17,210.33,19,2,1,10,71.87,0
918,65,Male,42740,24,236.92,28,0,1,9,132.34,0
919,28,Female,79353,21,240.5,15,1,1,6,120.86,0
920,68,Male,110353,51,146.11,10,1,1,3,81.35,0
921,64,Female,76532,59,202.09,28,1,0,10,92.91,0
922,40,Male,36052,39,328.13,18,1,0,9,101.9,0
923,33,Male,67076,55,260.64,25,2,0,6,125.57,0
924,48,Female,73420,41,174.83,22,1,0,4,49.06,0
925,28,Male,20671,39,169.84,19,0,1,4,106.35,0
